SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
24533,2021-02-15,Manutenção Parafuso,Parafuso para iPhone 7 / 7 Plus,Apple,Estrangeira - Importação direta,50
24534,2021-02-15,Manutenção Bateria,Bateria de iPhone 11 Pro,Apple,Nacional,550
24546,2021-02-24,Manutenção Wi-Fi,Antena do Wi-Fi iPad Mini 4,Apple,Estrangeira - Importação direta,450
24547,2021-02-24,Manutenção Wi-Fi,Antena do Wi-Fi iPad Mini 4,Android,Estrangeira - Importação direta,450
24579,2021-03-03,Manutenção Bateria,Bateria de iPhone 11 Pro Max,Apple,Nacional,550
24580,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 12.9 (1° Ger) - A1584 / A1652 - Preto,Apple,Estrangeira - Importação direta,3000
24581,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 12.9 (1° Ger) - A1584 / A1652 - Branco,Apple,Estrangeira - Importação direta,3000
24582,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 10.5 (A1701/A1709) - Branco,Apple,Estrangeira - Importação direta,2500
24583,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 10.5 (A1701/A1709) - Preto,Apple,Estrangeira - Importação direta,2500
24584,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 9.7 - Preto,Apple,Estrangeira - Importação direta,1600
24585,2021-03-03,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 9.7 - Branco,Apple,Estrangeira - Importação direta,1600
24586,2021-03-03,Manutenção Conector,Flex de conector de carga para iPhone 5S - Preto,Apple,Estrangeira - Importação direta,400
24587,2021-03-03,Manutenção Conector,Flex de conector de carga para iPhone 5S - Branco,Apple,Estrangeira - Importação direta,200
24588,2021-03-03,Manutenção Conector,Flex de conector de carga para iPhone 6S Plus - Branco,Apple,Estrangeira - Importação direta,150
24589,2021-03-03,Manutenção Conector,Flex de conector de carga para iPhone 6S Plus - Cinza,Apple,Estrangeira - Importação direta,200
24590,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPhone XS Max Cinza,Apple,Estrangeira - Importação direta,400
24591,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPad Mini 2/3 - Preto,Apple,Estrangeira - Importação direta,400
24592,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPad Air 2 - Branco,Apple,Estrangeira - Importação direta,400
24593,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPad Air 2 - Preto,Apple,Estrangeira - Importação direta,500
24594,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPad Mini 4 - Branco,Apple,Estrangeira - Importação direta,300
24595,2021-03-04,Manutenção Conector,Flex de Conector de Carga para iPad Mini 4 - Preto,Apple,Estrangeira - Importação direta,300
24596,2021-03-04,Manutenção Câmera,Câmera Frontal para iPhone 12,Apple,Estrangeira - Importação direta,600
24597,2021-03-04,Manutenção Câmera,Câmera Frontal para iphone 12 Mini,Apple,Estrangeira - Importação direta,600
24598,2021-03-04,Manutenção Câmera,Câmera Frontal para iphone 12 Pro,Apple,Estrangeira - Importação direta,800
24599,2021-03-04,Manutenção Câmera,Câmera Frontal para iphone 12 Pro Max,Apple,Estrangeira - Importação direta,800
24600,2021-03-04,Manutenção Câmera,Câmera Traseira para iphone 12 Pro Max,Apple,Estrangeira - Importação direta,1000
24601,2021-03-04,Manutenção Câmera,Câmera Traseira para iphone 12 Pro,Apple,Estrangeira - Importação direta,800
24602,2021-03-04,Manutenção Câmera,Câmera Traseira para iphone 12 Mini,Apple,Estrangeira - Importação direta,600
24603,2021-03-04,Manutenção Câmera,Câmera Traseira para iPhone 12,Apple,Estrangeira - Importação direta,700
24604,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 - Azul,Apple,Estrangeira - Importação direta,400
24605,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 - Branco,Apple,Estrangeira - Importação direta,400
24606,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 - Preto,Apple,Nacional,400
24607,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 - Verde,Apple,Estrangeira - Importação direta,400
24608,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 - Vermelho,Apple,Estrangeira - Importação direta,400
24609,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Mini - Vermelho,Apple,Estrangeira - Importação direta,400
24610,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Mini - Verde,Apple,Estrangeira - Importação direta,400
24611,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Mini - Azul,Apple,Estrangeira - Importação direta,400
24612,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Mini - Preto,Apple,Estrangeira - Importação direta,400
24613,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Mini - Branco,Apple,Estrangeira - Importação direta,400
24614,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro - Grafite,Apple,Estrangeira - Importação direta,700
24615,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro - Prata,Apple,Estrangeira - Importação direta,700
24616,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro - Dourado,Apple,Estrangeira - Importação direta,700
24617,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro - Azul,Apple,Estrangeira - Importação direta,700
24618,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Azul,Apple,Nacional,800
24619,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Dourado,Apple,Estrangeira - Importação direta,800
24620,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Prata,Apple,Estrangeira - Importação direta,800
24621,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Grafite,Apple,Nacional,800
24622,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro Max - Grafite,Apple,Estrangeira - Importação direta,1200
24623,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro Max - Dourado,Apple,Estrangeira - Importação direta,1200
24624,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro Max - Prata,Apple,Estrangeira - Importação direta,1200
24625,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro Max - Azul,Apple,Estrangeira - Importação direta,1200
24626,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro - Azul,Apple,Estrangeira - Importação direta,1000
24627,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro - Grafite,Apple,Estrangeira - Importação direta,1000
24628,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro - Dourado,Apple,Estrangeira - Importação direta,1000
24629,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Pro - Prata,Apple,Estrangeira - Importação direta,1000
24630,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 - Branco,Apple,Estrangeira - Importação direta,900
24631,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 - Preto,Apple,Estrangeira - Importação direta,900
24632,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 - Azul,Apple,Estrangeira - Importação direta,900
24633,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 - Verde,Apple,Estrangeira - Importação direta,900
24634,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 - Vermelho,Apple,Estrangeira - Importação direta,900
24635,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Mini - Vermelho,Apple,Estrangeira - Importação direta,600
24636,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Mini - Verde,Apple,Estrangeira - Importação direta,600
24637,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Mini - Azul,Apple,Estrangeira - Importação direta,600
24638,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Mini - Preto,Apple,Estrangeira - Importação direta,600
24639,2021-03-04,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 12 Mini - Branco,Apple,Estrangeira - Importação direta,600
24653,2021-03-11,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Branco,Apple,Estrangeira - Importação direta,500
24682,2021-03-31,Manutenção Alto Falante,Alto-falante (saída auricular) para iPhone 11,Apple,Estrangeira - Importação direta,300
24683,2021-04-06,Manutenção LCD/ Touch,Tela Touch Lcd Com Visor Para Samsung Galaxy Tab A 8.0 2019 Sm-t290 Sm-t295 T290 T295,Android,Nacional,500
24690,2021-04-12,Manutenção Conector,Conector de Carga para iPhone 8 Preto,Apple,Estrangeira - Importação direta,200
24693,2021-04-14,Manutenção Conector,Flex conector de carga - iPad Pro 11 (1°/2° Ger) / 12.9 (3°/4° Ger),Apple,Estrangeira - Importação direta,800
24702,2021-04-23,Manutenção Sim Tray,Simtray iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,100
24709,2021-04-28,Manutenção Alto Falante,Flex sensor/ alto falante - iPhone XS,Apple,Nacional,0
24714,2021-05-07,Manutenção Bateria,Bateria de iPad Pro 9.7,Apple,Nacional,800
24722,2021-05-17,Manutenção Vibra / Volume / Power,Flex da função power para iPad Air,Apple,Estrangeira - Importação direta,0
24723,2021-05-17,Manutenção Microfone,Flex do Microfone iPad Air,Apple,Estrangeira - Importação direta,0
24724,2021-05-17,Manutenção Flex do Home,Flex Home - iPad 6,Apple,Estrangeira - Importação direta,0
24725,2021-05-17,Manutenção Flex do Fone,Flex P2 - iPad 6,Apple,Estrangeira - Importação direta,0
24726,2021-05-17,Manutenção Flex do Home,Flex do Home iPad 5,Apple,Estrangeira - Importação direta,0
24727,2021-05-17,Manutenção Wi-Fi,Antena de Sinal - iPad 4,Apple,Estrangeira - Importação direta,0
24728,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 4,Apple,Estrangeira - Importação direta,600
24729,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 4 3G,Apple,Estrangeira - Importação direta,0
24730,2021-05-17,Manutenção Flex do Fone,Flex P2 - iPad 3/4,Apple,Estrangeira - Importação direta,0
24731,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 3 (A1416),Apple,Estrangeira - Importação direta,400
24732,2021-05-17,Manutenção Vibra / Volume / Power,Flex Power - iPad 2,Apple,Estrangeira - Importação direta,0
24733,2021-05-17,Manutenção Flex do Fone,Flex P2 - iPad 2 (Wi-Fi) - Preto,Apple,Estrangeira - Importação direta,0
24734,2021-05-17,Manutenção Câmera,Microfone da Camera Frontal iPad 2,Apple,Estrangeira - Importação direta,0
24735,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 2 3G,Apple,Estrangeira - Importação direta,0
24736,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad 2,Apple,Nacional,400
24737,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Aro Plástico iPad 2/3/4 - Preto,Apple,Estrangeira - Importação direta,0
24738,2021-05-17,Manutenção Carcaça/Vidro Traseiro,Aro Plástico iPad 2/3/4 - Branco,Apple,Estrangeira - Importação direta,0
24739,2021-05-17,Manutenção Antena de Sinal,Antena 3G - iPad 2,Apple,Estrangeira - Importação direta,150
24740,2021-05-17,Manutenção Vibra / Volume / Power,Cabo Flex Power + Volume do iPad Mini 2,Apple,Estrangeira - Importação direta,0
24744,2021-05-18,Manutenção Wi-Fi,Antena wi-fi iPad Mini 1/2,Apple,Estrangeira - Importação direta,0
24745,2021-05-18,Manutenção Flex do Fone,Flex P2 iPad Mini Preto,Apple,Estrangeira - Importação direta,0
24746,2021-05-18,Manutenção Vibra / Volume / Power,Flex Power/Volume/Vibra - iPhone SE,Apple,Estrangeira - Importação direta,0
24747,2021-05-18,Manutenção Câmera,Câmera Traseira - iPhone SE,Apple,Estrangeira - Importação direta,0
24748,2021-05-18,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPhone SE - Preto,Apple,Estrangeira - Importação direta,0
24749,2021-05-18,Manutenção Flex do Home,Flex Home iPhone 6S - Dourado,Apple,Estrangeira - Importação direta,0
24750,2021-05-18,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 6,Apple,Estrangeira - Importação direta,250
24751,2021-05-18,Manutenção Flex do Home,Flex Home iPhone 6S - Preto,Apple,Estrangeira - Importação direta,0
24752,2021-05-18,Manutenção Alto Falante,Alto-Falante auricular  iPhone 6S,Apple,Estrangeira - Importação direta,0
24753,2021-05-18,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Rosê,Apple,Estrangeira - Importação direta,150
24754,2021-05-18,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Cinza Espacial,Apple,Estrangeira - Importação direta,150
24755,2021-05-18,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Dourada,Apple,Estrangeira - Importação direta,150
24756,2021-05-18,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Prata,Apple,Estrangeira - Importação direta,150
24757,2021-05-18,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 6S Plus,Apple,Estrangeira - Importação direta,200
24758,2021-05-18,Manutenção Vibra / Volume / Power,Flex Volume e Vibra - iPhone 6S Plus,Apple,Estrangeira - Importação direta,0
24759,2021-05-18,Manutenção Alto Falante,Alto-Falante auricular iPhone 6S Plus,Apple,Estrangeira - Importação direta,0
24760,2021-05-18,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Vermelho,Apple,Estrangeira - Importação direta,0
24765,2021-05-25,Manutenção LCD/ Touch,Vidro e touchscreen iPad 8 - Preto,Apple,Estrangeira - Importação direta,1000
24766,2021-05-25,Manutenção Câmera,Câmera Traseira para iPhone 11 Pro Max,Apple,Estrangeira - Importação direta,0
24767,2021-05-25,Manutenção Câmera,Câmera Frontal para iPhone 11 Pro Max,Apple,Estrangeira - Importação direta,800
24768,2021-05-27,Manutenção LCD/ Touch,Vidro e touchscreen iPad 8 - Branco,Apple,Estrangeira - Importação direta,900
24770,2021-05-31,Manutenção Conector,Conector Carga - Flex Microfone S8 G950,Android,Nacional,400
24775,2021-06-01,Manutenção LCD/ Touch,Tela Frontal Display Lcd Compatível A30s,Android,Nacional,200
24786,2021-06-01,Manutenção Parafuso,Parafuso para iPhone linha X / 11 / 12 / 13 / 14,Apple,Estrangeira - Importação direta,50
24806,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - P,Apple,Estrangeira - Importação direta,250
24807,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - M,Apple,Estrangeira - Importação direta,0
24808,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - G,Apple,Estrangeira - Importação direta,250
24809,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro - P,Apple,Estrangeira - Importação direta,250
24810,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro - M,Apple,Estrangeira - Importação direta,0
24811,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro - G,Apple,Estrangeira - Importação direta,250
24812,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - P,Apple,Estrangeira - Importação direta,250
24813,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - M,Apple,Estrangeira - Importação direta,0
24814,2021-06-07,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - G,Apple,Estrangeira - Importação direta,250
24869,2021-06-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 12 Mini - Preto,Apple,Estrangeira - Importação direta,0
24870,2021-06-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 12 - Preto,Apple,Estrangeira - Importação direta,0
24871,2021-06-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 12 Pro - Preto,Apple,Estrangeira - Importação direta,0
24872,2021-06-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 12 Pro Max - Preto,Apple,Estrangeira - Importação direta,0
24873,2021-06-17,Manutenção Wi-Fi,Antena Wi-Fi - iPhone 6S Plus,Apple,Estrangeira - Importação direta,0
24874,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Amarelo,Apple,Estrangeira - Importação direta,500
24875,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Vermelho,Apple,Estrangeira - Importação direta,500
24876,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Roxo,Apple,Estrangeira - Importação direta,500
24877,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Preto,Apple,Estrangeira - Importação direta,500
24878,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Verde,Apple,Estrangeira - Importação direta,500
24879,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro - Preto,Apple,Estrangeira - Importação direta,600
24880,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro - Prata,Apple,Estrangeira - Importação direta,600
24881,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro - Dourado,Apple,Estrangeira - Importação direta,600
24882,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro Max - Verde,Apple,Estrangeira - Importação direta,800
24883,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro Max - Preto,Apple,Estrangeira - Importação direta,800
24884,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro Max - Branco,Apple,Estrangeira - Importação direta,800
24885,2021-06-17,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro Max - Gold,Apple,Estrangeira - Importação direta,800
24886,2021-06-17,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Air 3 Preto,Apple,Estrangeira - Importação direta,2000
24887,2021-06-17,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Air 3 Branco ,Apple,Estrangeira - Importação direta,2000
24888,2021-06-17,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Mini 5 - Preto,Apple,Estrangeira - Importação direta,1300
24889,2021-06-17,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Mini 5 - Branco,Apple,Estrangeira - Importação direta,1300
24890,2021-06-21,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 12 - Preto,Apple,Estrangeira - Importação direta,0
24891,2021-06-21,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12 Mini - Preto,Apple,Estrangeira - Importação direta,1000
24892,2021-06-21,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12/12 Pro - Preto,Apple,Estrangeira - Importação direta,1500
24893,2021-06-21,Manutenção LCD/ Touch,Tela touch screen para iPhone 12 Pro,Apple,Estrangeira - Importação direta,0
24894,2021-06-21,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 12 Pro Max - Preto,Apple,Estrangeira - Importação direta,1800
24899,2021-06-23,Manutenção Flex do Sensor,Flex sensor/ alto falante - iPhone XS,Apple,Estrangeira - Importação direta,300
24900,2021-06-23,Manutenção Bateria,Bateria de iPad 7,Apple,Nacional,500
24901,2021-06-23,Manutenção Flex do Sensor,Flex sensor/ alto falante - iPhone XR,Apple,Estrangeira - Importação direta,400
24923,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 8G - Prata,Apple,Estrangeira - Importação direta,100
24924,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 8 Plus - Prata,Apple,Estrangeira - Importação direta,100
24925,2021-07-14,Manutenção Sim Tray,Simtray para iPhone X - Preto,Apple,Estrangeira - Importação direta,0
24926,2021-07-14,Manutenção Sim Tray,Simtray iPhone XS - Prata,Apple,Estrangeira - Importação direta,100
24927,2021-07-14,Manutenção Sim Tray,Simtray iPhone XS Max- Dourado,Apple,Estrangeira - Importação direta,100
24928,2021-07-14,Manutenção Sim Tray,Simtray iPhone XR- Preto,Apple,Estrangeira - Importação direta,100
24929,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 11 Pro Max - Verde,Apple,Estrangeira - Importação direta,100
24930,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 11 Pro - Verde,Apple,Estrangeira - Importação direta,100
24931,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 11 - Preto,Apple,Estrangeira - Importação direta,100
24932,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Azul,Apple,Estrangeira - Importação direta,100
24933,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 12 Pro Max - Cinza,Apple,Estrangeira - Importação direta,100
24934,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 12 Pro - Prata,Apple,Estrangeira - Importação direta,100
24935,2021-07-14,Manutenção Sim Tray,Simtray para iPhone 12 - Azul,Apple,Estrangeira - Importação direta,100
24947,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 - Verde,Apple,Estrangeira - Importação direta,100
24948,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 - Preto,Apple,Estrangeira - Importação direta,100
24949,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 - Branco,Apple,Estrangeira - Importação direta,100
24950,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 - Roxo,Apple,Estrangeira - Importação direta,100
24951,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Verde,Apple,Estrangeira - Importação direta,100
24952,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Preto,Apple,Estrangeira - Importação direta,100
24953,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Branco,Apple,Estrangeira - Importação direta,100
24954,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Roxo,Apple,Estrangeira - Importação direta,100
24955,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro - Grafite,Apple,Estrangeira - Importação direta,100
24956,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro - Dourado,Apple,Estrangeira - Importação direta,100
24957,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro - Azul,Apple,Estrangeira - Importação direta,100
24958,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro Max - Grafite,Apple,Estrangeira - Importação direta,100
24959,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro Max - Dourado,Apple,Estrangeira - Importação direta,100
24960,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Pro Max - Azul,Apple,Estrangeira - Importação direta,100
24961,2021-07-29,Manutenção Sim Tray,Simtray para iPhone X - Prata,Apple,Estrangeira - Importação direta,100
24962,2021-07-29,Manutenção Sim Tray,Simtray iPhone XS - Preto,Apple,Estrangeira - Importação direta,100
24963,2021-07-29,Manutenção Sim Tray,Simtray iPhone XS - Dourado,Apple,Estrangeira - Importação direta,100
24964,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro Max - Cinza Espacial,Apple,Estrangeira - Importação direta,100
24965,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro Max - Prata,Apple,Estrangeira - Importação direta,100
24966,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro Max - Dourado,Apple,Estrangeira - Importação direta,100
24967,2021-07-29,Manutenção Sim Tray,Simtray iPhone XS Max- Preto,Apple,Estrangeira - Importação direta,100
24968,2021-07-29,Manutenção Sim Tray,Simtray iPhone XS Max- Prata,Apple,Estrangeira - Importação direta,100
24969,2021-07-29,Manutenção Sim Tray,Simtray iPhone XR- Prata,Apple,Estrangeira - Importação direta,100
24970,2021-07-29,Manutenção Sim Tray,Simtray iPhone XR- Azul,Apple,Estrangeira - Importação direta,100
24971,2021-07-29,Manutenção Sim Tray,Simtray iPhone XR- Amaralo,Apple,Estrangeira - Importação direta,100
24972,2021-07-29,Manutenção Sim Tray,Simtray iPhone XR- Coral,Apple,Estrangeira - Importação direta,100
24973,2021-07-29,Manutenção Sim Tray,Simtray iPhone XR- Vermelho,Apple,Estrangeira - Importação direta,100
24974,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro - Cinza Espacial,Apple,Nacional,100
24975,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro - Prata,Apple,Nacional,100
24976,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 Pro - Dourado,Apple,Nacional,100
24977,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 - Verde,Apple,Estrangeira - Importação direta,100
24978,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 - Amarelo,Apple,Estrangeira - Importação direta,100
24979,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 - Roxo,Apple,Estrangeira - Importação direta,100
24980,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 - Vermelho,Apple,Estrangeira - Importação direta,100
24981,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 11 - Branco,Apple,Estrangeira - Importação direta,100
24982,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8 Plus - Preto,Apple,Estrangeira - Importação direta,100
24983,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 12 Mini - Vermelho,Apple,Estrangeira - Importação direta,100
24984,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8 Plus - Vermelho,Apple,Estrangeira - Importação direta,100
24985,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8G - Preto,Apple,Estrangeira - Importação direta,100
24986,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8G - Dourado,Apple,Estrangeira - Importação direta,100
24987,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8G - Rose,Apple,Estrangeira - Importação direta,100
24988,2021-07-29,Manutenção Sim Tray,Simtray para iPhone 8G - Vermelho,Apple,Estrangeira - Importação direta,100
24990,2021-07-30,Manutenção,Manutenção / Limpeza,Android,Estrangeira - Importação direta,100
25007,2021-08-07,Manutenção Flex do Fone,Flex conector P2 (3.5mm) para iPad Air - Branco,Apple,Estrangeira - Importação direta,350
